Groupe	category	title	path	silence_duration	total_duration	onset
U	Orchestral	My_Name_is_Nobody_Good_Luck_Jack_silenced.wav	data/mutemusic/stimuli/Orchestral/My_Name_is_Nobody_Good_Luck_Jack_silenced.wav	13	53.0
F	Synthetic	Shinobi_3_Return_Of_The_Ninja_Master_OST_Japonesque_(level_1_1)_silenced.wav	data/mutemusic/stimuli/Synthetic/Shinobi_3_Return_Of_The_Ninja_Master_OST_Japonesque_(level_1_1)_silenced.wav	11	44.0
F	Lyrics	Everybody_Wants_To_Rule_The_World_silenced.wav	data/mutemusic/stimuli/Lyrics/Everybody_Wants_To_Rule_The_World_silenced.wav	14	58.0
U	Orchestral	The_Moldau_silenced.wav	data/mutemusic/stimuli/Orchestral/The_Moldau_silenced.wav	14	54.0
U	Lyrics	Why_You_Wanna_Trip_on_Me_silenced.wav	data/mutemusic/stimuli/Lyrics/Why_You_Wanna_Trip_on_Me_silenced.wav	13	53.0
F	Orchestral	2001_l_odyssée_de_l_espace_silenced.wav	data/mutemusic/stimuli/Orchestral/2001_l_odyssée_de_l_espace_silenced.wav	15	61.0
F	Synthetic	Super_Mario_Bros_3_Castle_Theme_silenced.wav	data/mutemusic/stimuli/Synthetic/Super_Mario_Bros_3_Castle_Theme_silenced.wav	13	53.0
U	Orchestral	Kikis_Delivery_Service_silenced.wav	data/mutemusic/stimuli/Orchestral/Kikis_Delivery_Service_silenced.wav	12	48.0
U	Lyrics	Murder_by_Numbers_silenced.wav	data/mutemusic/stimuli/Lyrics/Murder_by_Numbers_silenced.wav	15	60.0
F	Lyrics	I_Can't_Get_No_Satisfaction_silenced.wav	data/mutemusic/stimuli/Lyrics/I_Can't_Get_No_Satisfaction_silenced.wav	17	67.0	
